disaster_id,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,GDACS ID,People affected,Countries,Duration (days),Burned area
WF_THA_20230330_1515,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-17T00:00:00,6355,GWIS,THA,WF,WF 1013534,0 in the burned area,Thailand,18,6355 ha
WF_SLE_20230331_1516,Green,1,Green,0.5,Sierra Leone,3/31/2023,2023-04-17T00:00:00,6547,GWIS,SLE,WF,WF 1013574,9354 in the burned area,Sierra Leone,17,6547 ha
WF_LAO_20230330_1517,Green,1,Green,0.5,Laos,3/30/2023,2023-04-17T00:00:00,9545,GWIS,LAO,WF,WF 1013289,0 in the burned area,Laos,18,9545 ha
WF_MEX_20230330_1518,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-17T00:00:00,11713,GWIS,MEX,WF,WF 1013385,1 in the burned area,Mexico,18,11713 ha
WF_MMR_20230331_1519,Green,1,Green,0.5,Myanmar,3/31/2023,2023-04-17T00:00:00,11966,GWIS,MMR,WF,WF 1013496,8470 in the burned area,Myanmar,17,11966 ha
WF_LBR_20230331_1520,Green,1,Green,0.5,"Liberia, Cote d'Ivoire",3/31/2023,2023-04-17T00:00:00,24514,GWIS,LBR,WF,WF 1013238,6528 in the burned area,"Liberia, Cote d'Ivoire",17,24514 ha
WF_MMR_20230330_1521,Green,1,Green,0.5,Myanmar,3/30/2023,2023-04-17T00:00:00,8132,GWIS,MMR,WF,WF 1013170,2569 in the burned area,Myanmar,18,8132 ha
WF_MEX_20230330_1522,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-16T00:00:00,12253,GWIS,MEX,WF,WF 1013251,1 in the burned area,Mexico,17,12253 ha
WF_MMR_20230330_1523,Green,1,Green,0.5,"Myanmar, Thailand",3/30/2023,2023-04-16T00:00:00,6079,GWIS,MMR,WF,WF 1013497,0 in the burned area,"Myanmar, Thailand",17,6079 ha
WF_HND_20230331_1524,Green,1,Green,0.5,Honduras,3/31/2023,2023-04-16T00:00:00,6750,GWIS,HND,WF,WF 1013493,4 in the burned area,Honduras,16,6750 ha
WF_LAO_20230331_1525,Green,1,Green,0.5,Laos,3/31/2023,2023-04-16T00:00:00,5899,GWIS,LAO,WF,WF 1013427,0 in the burned area,Laos,16,5899 ha
WF_MEX_20230330_1526,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-16T00:00:00,5818,GWIS,MEX,WF,WF 1013290,0 in the burned area,Mexico,17,5818 ha
WF_LAO_20230331_1527,Green,1,Green,0.5,Laos,3/31/2023,2023-04-16T00:00:00,6497,GWIS,LAO,WF,WF 1013383,0 in the burned area,Laos,16,6497 ha
WF_IND_20230331_1528,Green,1,Green,0.5,India,3/31/2023,2023-04-16T00:00:00,5350,GWIS,IND,WF,WF 1013575,3398 in the burned area,India,16,5350 ha
WF_MEX_20230330_1529,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-16T00:00:00,6533,GWIS,MEX,WF,WF 1013595,0 in the burned area,Mexico,17,6533 ha
WF_GIN_20230330_1530,Green,1,Green,0.5,Guinea,3/30/2023,2023-04-16T00:00:00,9630,GWIS,GIN,WF,WF 1013747,879 in the burned area,Guinea,17,9630 ha
WF_GTM_20230330_1531,Green,1,Green,0.5,"Guatemala, Mexico",3/30/2023,2023-04-16T00:00:00,6968,GWIS,GTM,WF,WF 1013559,0 in the burned area,"Guatemala, Mexico",17,6968 ha
WF_MEX_20230330_1532,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-15T00:00:00,9930,GWIS,MEX,WF,WF 1013171,1 in the burned area,Mexico,16,9930 ha
WF_THA_20230331_1533,Green,1,Green,0.5,Thailand,3/31/2023,2023-04-15T00:00:00,7329,GWIS,THA,WF,WF 1013271,0 in the burned area,Thailand,15,7329 ha
WF_THA_20230330_1534,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-15T00:00:00,10805,GWIS,THA,WF,WF 1013216,0 in the burned area,Thailand,16,10805 ha
WF_GTM_20230330_1535,Green,1,Green,0.5,Guatemala,3/30/2023,2023-04-15T00:00:00,16811,GWIS,GTM,WF,WF 1013200,0 in the burned area,Guatemala,16,16811 ha
WF_MMR_20230330_1536,Green,1,Green,0.5,Myanmar,3/30/2023,2023-04-15T00:00:00,9077,GWIS,MMR,WF,WF 1013769,0 in the burned area,Myanmar,16,9077 ha
WF_MEX_20230330_1537,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-15T00:00:00,6533,GWIS,MEX,WF,WF 1013576,0 in the burned area,Mexico,16,6533 ha
WF_THA_20230330_1538,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-15T00:00:00,8694,GWIS,THA,WF,WF 1013535,0 in the burned area,Thailand,16,8694 ha
WF_AUS_20230330_1539,Green,1,Green,0.5,Australia,3/30/2023,2023-04-15T00:00:00,9541,GWIS,AUS,WF,WF 1013431,0 in the burned area,Australia,16,9541 ha
WF_MMR_20230330_1540,Green,1,Green,0.5,Myanmar,3/30/2023,2023-04-14T00:00:00,11610,GWIS,MMR,WF,WF 1013388,0 in the burned area,Myanmar,15,11610 ha
WF_HND_20230331_1541,Green,1,Green,0.5,Honduras,3/31/2023,2023-04-14T00:00:00,9270,GWIS,HND,WF,WF 1013492,14 in the burned area,Honduras,14,9270 ha
WF_MEX_20230330_1542,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-14T00:00:00,5945,GWIS,MEX,WF,WF 1013430,0 in the burned area,Mexico,15,5945 ha
WF_MEX_20230330_1543,Green,1,Green,0.5,Mexico,3/30/2023,2023-04-14T00:00:00,5644,GWIS,MEX,WF,WF 1013528,0 in the burned area,Mexico,15,5644 ha
WF_THA_20230331_1544,Green,1,Green,0.5,"Thailand, Laos",3/31/2023,2023-04-14T00:00:00,6200,GWIS,THA,WF,WF 1013312,0 in the burned area,"Thailand, Laos",14,6200 ha
WF_THA_20230330_1545,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-14T00:00:00,12074,GWIS,THA,WF,WF 1013577,0 in the burned area,Thailand,15,12074 ha
WF_HND_20230331_1546,Green,1,Green,0.5,Honduras,3/31/2023,2023-04-14T00:00:00,8809,GWIS,HND,WF,WF 1013556,2 in the burned area,Honduras,14,8809 ha
WF_HND_20230331_1547,Green,1,Green,0.5,Honduras,3/31/2023,2023-04-14T00:00:00,11269,GWIS,HND,WF,WF 1013557,7 in the burned area,Honduras,14,11269 ha
WF_THA_20230330_1548,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-14T00:00:00,12074,GWIS,THA,WF,WF 1013558,0 in the burned area,Thailand,15,12074 ha
WF_THA_20230330_1549,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-13T00:00:00,5017,GWIS,THA,WF,WF 1013532,0 in the burned area,Thailand,14,5017 ha
WF_THA_20230330_1550,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-13T00:00:00,11351,GWIS,THA,WF,WF 1013533,0 in the burned area,Thailand,14,11351 ha
WF_MMR_20230331_1551,Green,1,Green,0.5,Myanmar,3/31/2023,2023-04-13T00:00:00,8230,GWIS,MMR,WF,WF 1013718,962 in the burned area,Myanmar,13,8230 ha
WF_LAO_20230331_1552,Green,1,Green,0.5,Laos,3/31/2023,2023-04-13T00:00:00,5593,GWIS,LAO,WF,WF 1013689,0 in the burned area,Laos,13,5593 ha
WF_SLE_20230330_1553,Green,1,Green,0.5,Sierra Leone,3/30/2023,2023-04-13T00:00:00,5111,GWIS,SLE,WF,WF 1013529,0 in the burned area,Sierra Leone,14,5111 ha
WF_LAO_20230331_1554,Green,1,Green,0.5,Laos,3/31/2023,2023-04-13T00:00:00,5364,GWIS,LAO,WF,WF 1013494,0 in the burned area,Laos,13,5364 ha
WF_HND_20230331_1555,Green,1,Green,0.5,Honduras,3/31/2023,2023-04-13T00:00:00,20821,GWIS,HND,WF,WF 1013242,728 in the burned area,Honduras,13,20821 ha
WF_THA_20230330_1556,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-12T00:00:00,8538,GWIS,THA,WF,WF 1013246,0 in the burned area,Thailand,13,8538 ha
WF_CHN_20230331_1557,Green,1,Green,0.5,China,3/31/2023,2023-04-12T00:00:00,5904,GWIS,CHN,WF,WF 1013278,410 in the burned area,China,12,5904 ha
WF_LAO_20230331_1558,Green,1,Green,0.5,Laos,3/31/2023,2023-04-12T00:00:00,8235,GWIS,LAO,WF,WF 1013210,0 in the burned area,Laos,12,8235 ha
WF_SDN_20230330_1559,Green,1,Green,0.5,Sudan,3/30/2023,2023-04-12T00:00:00,5729,GWIS,SDN,WF,WF 1013503,0 in the burned area,Sudan,13,5729 ha
WF_LAO_20230330_1560,Green,1,Green,0.5,"Laos, Thailand",3/30/2023,2023-04-12T00:00:00,5644,GWIS,LAO,WF,WF 1013504,1416 in the burned area,"Laos, Thailand",13,5644 ha
WF_THA_20230330_1561,Green,1,Green,0.5,Thailand,3/30/2023,2023-04-12T00:00:00,6563,GWIS,THA,WF,WF 1013387,38 in the burned area,Thailand,13,6563 ha
WF_AUS_20230429_1562,Green,1,Green,0.5,Australia,4/29/2023,2023-05-18T00:00:00,8110,GWIS,AUS,WF,WF 1014249,0 in the burned area,Australia,19,8110 ha
WF_AUS_20230429_1563,Green,1,Green,0.5,Australia,4/29/2023,2023-05-18T00:00:00,33877,GWIS,AUS,WF,WF 1014003,0 in the burned area,Australia,19,33877 ha
WF_RUS_20230428_1564,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-17T00:00:00,8491,GWIS,RUS,WF,WF 1013966,0 in the burned area,Russian Federation,19,8491 ha
WF_AUS_20230429_1565,Green,1,Green,0.5,Australia,4/29/2023,2023-05-16T00:00:00,24315,GWIS,AUS,WF,WF 1013964,0 in the burned area,Australia,17,24315 ha
WF_MEX_20230424_1566,Green,1,Green,0.5,Mexico,4/24/2023,2023-05-13T00:00:00,7555,GWIS,MEX,WF,WF 1013836,446 in the burned area,Mexico,19,7555 ha
WF_AUS_20230429_1567,Green,1,Green,0.5,Australia,4/29/2023,2023-05-13T00:00:00,13152,GWIS,AUS,WF,WF 1014090,0 in the burned area,Australia,14,13152 ha
WF_RUS_20230427_1568,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-13T00:00:00,28394,GWIS,RUS,WF,WF 1014092,91 in the burned area,Russian Federation,16,28394 ha
WF_RUS_20230427_1569,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-13T00:00:00,50955,GWIS,RUS,WF,WF 1014250,37 in the burned area,Russian Federation,16,50955 ha
WF_RUS_20230428_1570,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-13T00:00:00,10035,GWIS,RUS,WF,WF 1014187,0 in the burned area,Russian Federation,15,10035 ha
WF_RUS_20230429_1571,Green,1,Green,0.5,Russian Federation,4/29/2023,2023-05-13T00:00:00,16981,GWIS,RUS,WF,WF 1014132,0 in the burned area,Russian Federation,14,16981 ha
WF_MEX_20230424_1572,Green,1,Green,0.5,Mexico,4/24/2023,2023-05-12T00:00:00,10249,GWIS,MEX,WF,WF 1014133,0 in the burned area,Mexico,18,10249 ha
WF_MEX_20230430_1573,Green,1,Green,0.5,Mexico,4/30/2023,2023-05-12T00:00:00,7486,GWIS,MEX,WF,WF 1014160,0 in the burned area,Mexico,12,7486 ha
WF_RUS_20230429_1574,Green,1,Green,0.5,Russian Federation,4/29/2023,2023-05-12T00:00:00,5891,GWIS,RUS,WF,WF 1014089,0 in the burned area,Russian Federation,13,5891 ha
WF_RUS_20230427_1575,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-12T00:00:00,49523,GWIS,RUS,WF,WF 1014227,42 in the burned area,Russian Federation,15,49523 ha
WF_AUS_20230430_1576,Green,1,Green,0.5,Australia,4/30/2023,2023-05-12T00:00:00,7633,GWIS,AUS,WF,WF 1013959,0 in the burned area,Australia,12,7633 ha
WF_MEX_20230425_1577,Green,1,Green,0.5,Mexico,4/25/2023,2023-05-12T00:00:00,19381,GWIS,MEX,WF,WF 1013977,1 in the burned area,Mexico,17,19381 ha
WF_AUS_20230424_1578,Green,1,Green,0.5,Australia,4/24/2023,2023-05-12T00:00:00,14821,GWIS,AUS,WF,WF 1013979,0 in the burned area,Australia,18,14821 ha
WF_GTM_20230423_1579,Green,1,Green,0.5,Guatemala,4/23/2023,2023-05-12T00:00:00,16428,GWIS,GTM,WF,WF 1013980,77 in the burned area,Guatemala,19,16428 ha
WF_RUS_20230427_1580,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-11T00:00:00,7909,GWIS,RUS,WF,WF 1014008,0 in the burned area,Russian Federation,14,7909 ha
WF_AUS_20230429_1581,Green,1,Green,0.5,Australia,4/29/2023,2023-05-11T00:00:00,5562,GWIS,AUS,WF,WF 1014028,0 in the burned area,Australia,12,5562 ha
WF_MEX_20230424_1582,Green,1,Green,0.5,Mexico,4/24/2023,2023-05-11T00:00:00,5075,GWIS,MEX,WF,WF 1014164,21 in the burned area,Mexico,17,5075 ha
WF_AUS_20230427_1583,Green,1,Green,0.5,Australia,4/27/2023,2023-05-11T00:00:00,15444,GWIS,AUS,WF,WF 1014188,0 in the burned area,Australia,14,15444 ha
WF_RUS_20230427_1584,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-11T00:00:00,49418,GWIS,RUS,WF,WF 1014215,42 in the burned area,Russian Federation,14,49418 ha
WF_RUS_20230425_1585,Green,1,Green,0.5,Russian Federation,4/25/2023,2023-05-11T00:00:00,16147,GWIS,RUS,WF,WF 1013810,0 in the burned area,Russian Federation,16,16147 ha
WF_RUS_20230428_1586,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-10T00:00:00,110259,GWIS,RUS,WF,WF 1013847,109 in the burned area,Russian Federation,12,110259 ha
WF_RUS_20230427_1587,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-10T00:00:00,49065,GWIS,RUS,WF,WF 1014161,42 in the burned area,Russian Federation,13,49065 ha
WF_RUS_20230428_1588,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-10T00:00:00,7199,GWIS,RUS,WF,WF 1014091,184 in the burned area,Russian Federation,12,7199 ha
WF_RUS_20230425_1589,Green,1,Green,0.5,Russian Federation,4/25/2023,2023-05-10T00:00:00,18842,GWIS,RUS,WF,WF 1013785,1 in the burned area,Russian Federation,15,18842 ha
WF_AUS_20230420_1590,Green,1,Green,0.5,Australia,4/20/2023,2023-05-09T00:00:00,19794,GWIS,AUS,WF,WF 1013822,0 in the burned area,Australia,19,19794 ha
WF_RUS_20230427_1591,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-09T00:00:00,31622,GWIS,RUS,WF,WF 1014031,0 in the burned area,Russian Federation,12,31622 ha
WF_MEX_20230422_1592,Green,1,Green,0.5,Mexico,4/22/2023,2023-05-09T00:00:00,18417,GWIS,MEX,WF,WF 1014009,1441 in the burned area,Mexico,17,18417 ha
WF_GTM_20230420_1593,Green,1,Green,0.5,"Guatemala, Mexico",4/20/2023,2023-05-09T00:00:00,5802,GWIS,GTM,WF,WF 1013982,0 in the burned area,"Guatemala, Mexico",19,5802 ha
WF_AUS_20230430_1594,Green,1,Green,0.5,Australia,4/30/2023,2023-05-09T00:00:00,7666,GWIS,AUS,WF,WF 1014001,0 in the burned area,Australia,9,7666 ha
WF_AUS_20230427_1595,Green,1,Green,0.5,Australia,4/27/2023,2023-05-09T00:00:00,15022,GWIS,AUS,WF,WF 1014162,0 in the burned area,Australia,12,15022 ha
WF_MEX_20230425_1596,Green,1,Green,0.5,Mexico,4/25/2023,2023-05-09T00:00:00,5135,GWIS,MEX,WF,WF 1014163,0 in the burned area,Mexico,14,5135 ha
WF_AUS_20230423_1597,Green,1,Green,0.5,Australia,4/23/2023,2023-05-09T00:00:00,7304,GWIS,AUS,WF,WF 1013942,1 in the burned area,Australia,16,7304 ha
WF_AUS_20230419_1598,Green,1,Green,0.5,Australia,4/19/2023,2023-05-08T00:00:00,6228,GWIS,AUS,WF,WF 1013929,0 in the burned area,Australia,19,6228 ha
WF_MEX_20230430_1599,Green,1,Green,0.5,Mexico,4/30/2023,2023-05-08T00:00:00,6145,GWIS,MEX,WF,WF 1014131,0 in the burned area,Mexico,8,6145 ha
WF_RUS_20230430_1600,Green,1,Green,0.5,Russian Federation,4/30/2023,2023-05-08T00:00:00,6040,GWIS,RUS,WF,WF 1014129,0 in the burned area,Russian Federation,8,6040 ha
WF_RUS_20230427_1601,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-08T00:00:00,48075,GWIS,RUS,WF,WF 1014093,42 in the burned area,Russian Federation,11,48075 ha
WF_RUS_20230426_1602,Green,1,Green,0.5,Russian Federation,4/26/2023,2023-05-07T00:00:00,137422,GWIS,RUS,WF,WF 1014094,0 in the burned area,Russian Federation,11,137422 ha
WF_RUS_20230429_1603,Green,1,Green,0.5,Russian Federation,4/29/2023,2023-05-07T00:00:00,12149,GWIS,RUS,WF,WF 1013962,0 in the burned area,Russian Federation,8,12149 ha
WF_RUS_20230430_1604,Green,1,Green,0.5,Russian Federation,4/30/2023,2023-05-07T00:00:00,33826,GWIS,RUS,WF,WF 1014130,194 in the burned area,Russian Federation,7,33826 ha
WF_AUS_20230418_1605,Green,1,Green,0.5,Australia,4/18/2023,2023-05-07T00:00:00,12231,GWIS,AUS,WF,WF 1013609,0 in the burned area,Australia,19,12231 ha
WF_MEX_20230417_1606,Green,1,Green,0.5,Mexico,4/17/2023,2023-05-06T00:00:00,9183,GWIS,MEX,WF,WF 1013760,283 in the burned area,Mexico,19,9183 ha
WF_RUS_20230423_1607,Green,1,Green,0.5,Russian Federation,4/23/2023,2023-05-06T00:00:00,96719,GWIS,RUS,WF,WF 1014053,12 in the burned area,Russian Federation,13,96719 ha
WF_RUS_20230428_1608,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-06T00:00:00,8348,GWIS,RUS,WF,WF 1014029,88 in the burned area,Russian Federation,8,8348 ha
WF_CAN_20230430_1609,Green,1,Green,0.5,Canada,4/30/2023,2023-05-06T00:00:00,6428,GWIS,CAN,WF,WF 1014046,3 in the burned area,Canada,6,6428 ha
WF_RUS_20230427_1610,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-06T00:00:00,47162,GWIS,RUS,WF,WF 1014049,42 in the burned area,Russian Federation,9,47162 ha
WF_AUS_20230421_1611,Green,1,Green,0.5,Australia,4/21/2023,2023-05-06T00:00:00,8751,GWIS,AUS,WF,WF 1013927,0 in the burned area,Australia,15,8751 ha
WF_RUS_20230423_1612,Green,1,Green,0.5,Russian Federation,4/23/2023,2023-05-06T00:00:00,26960,GWIS,RUS,WF,WF 1013941,1 in the burned area,Russian Federation,13,26960 ha
WF_ZMB_20230425_1613,Green,1,Green,0.5,Zambia,4/25/2023,2023-05-05T00:00:00,6140,GWIS,ZMB,WF,WF 1013939,0 in the burned area,Zambia,10,6140 ha
WF_AUS_20230423_1614,Green,1,Green,0.5,Australia,4/23/2023,2023-05-05T00:00:00,13133,GWIS,AUS,WF,WF 1013890,0 in the burned area,Australia,12,13133 ha
WF_RUS_20230428_1615,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-05T00:00:00,11929,GWIS,RUS,WF,WF 1013850,0 in the burned area,Russian Federation,7,11929 ha
WF_RUS_20230425_1616,Green,1,Green,0.5,Russian Federation,4/25/2023,2023-05-05T00:00:00,10556,GWIS,RUS,WF,WF 1013858,0 in the burned area,Russian Federation,10,10556 ha
WF_RUS_20230427_1617,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-05T00:00:00,46704,GWIS,RUS,WF,WF 1014030,42 in the burned area,Russian Federation,8,46704 ha
WF_NIC_20230416_1618,Green,1,Green,0.5,Nicaragua,4/16/2023,2023-05-05T00:00:00,8144,GWIS,NIC,WF,WF 1014032,0 in the burned area,Nicaragua,19,8144 ha
WF_ZMB_20230416_1619,Green,1,Green,0.5,Zambia,4/16/2023,2023-05-05T00:00:00,14194,GWIS,ZMB,WF,WF 1014012,0 in the burned area,Zambia,19,14194 ha
WF_MEX_20230425_1620,Green,1,Green,0.5,Mexico,4/25/2023,2023-05-05T00:00:00,5448,GWIS,MEX,WF,WF 1013976,0 in the burned area,Mexico,10,5448 ha
WF_RUS_20230430_1621,Green,1,Green,0.5,Russian Federation,4/30/2023,2023-05-05T00:00:00,31463,GWIS,RUS,WF,WF 1014026,201 in the burned area,Russian Federation,5,31463 ha
WF_RUS_20230430_1622,Green,1,Green,0.5,"Russian Federation, China",4/30/2023,2023-05-05T00:00:00,5457,GWIS,RUS,WF,WF 1014027,0 in the burned area,"Russian Federation, China",5,5457 ha
WF_ZMB_20230428_1623,Green,1,Green,0.5,Zambia,4/28/2023,2023-05-05T00:00:00,10101,GWIS,ZMB,WF,WF 1014048,0 in the burned area,Zambia,7,10101 ha
WF_KAZ_20230426_1624,Green,1,Green,0.5,Kazakhstan,4/26/2023,2023-05-05T00:00:00,8168,GWIS,KAZ,WF,WF 1013974,0 in the burned area,Kazakhstan,9,8168 ha
WF_AUS_20230423_1625,Green,1,Green,0.5,Australia,4/23/2023,2023-05-05T00:00:00,5817,GWIS,AUS,WF,WF 1013981,0 in the burned area,Australia,12,5817 ha
WF_ZMB_20230425_1626,Green,1,Green,0.5,Zambia,4/25/2023,2023-05-05T00:00:00,6438,GWIS,ZMB,WF,WF 1013978,6 in the burned area,Zambia,10,6438 ha
WF_AUS_20230421_1627,Green,1,Green,0.5,Australia,4/21/2023,2023-05-05T00:00:00,5308,GWIS,AUS,WF,WF 1014010,4 in the burned area,Australia,14,5308 ha
WF_RUS_20230428_1628,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-05T00:00:00,8334,GWIS,RUS,WF,WF 1014005,0 in the burned area,Russian Federation,7,8334 ha
WF_GIN_20230423_1629,Green,1,Green,0.5,Guinea,4/23/2023,2023-05-05T00:00:00,6556,GWIS,GIN,WF,WF 1013818,5 in the burned area,Guinea,12,6556 ha
WF_HND_20230424_1630,Green,1,Green,0.5,Honduras,4/24/2023,2023-05-05T00:00:00,6864,GWIS,HND,WF,WF 1013812,0 in the burned area,Honduras,11,6864 ha
WF_KAZ_20230417_1631,Green,1,Green,0.5,Kazakhstan,4/17/2023,2023-05-05T00:00:00,24799,GWIS,KAZ,WF,WF 1013630,4 in the burned area,Kazakhstan,18,24799 ha
WF_RUS_20230427_1632,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-04T00:00:00,12233,GWIS,RUS,WF,WF 1014006,0 in the burned area,Russian Federation,7,12233 ha
WF_RUS_20230427_1633,Green,1,Green,0.5,Russian Federation,4/27/2023,2023-05-04T00:00:00,43884,GWIS,RUS,WF,WF 1014007,42 in the burned area,Russian Federation,7,43884 ha
WF_RUS_20230428_1634,Green,1,Green,0.5,Russian Federation,4/28/2023,2023-05-04T00:00:00,6720,GWIS,RUS,WF,WF 1014004,0 in the burned area,Russian Federation,6,6720 ha
WF_NIC_20230419_1635,Green,1,Green,0.5,Nicaragua,4/19/2023,2023-05-04T00:00:00,6575,GWIS,NIC,WF,WF 1014011,14 in the burned area,Nicaragua,15,6575 ha
WF_RUS_20230429_1636,Green,1,Green,0.5,Russian Federation,4/29/2023,2023-05-04T00:00:00,9295,GWIS,RUS,WF,WF 1014002,0 in the burned area,Russian Federation,5,9295 ha
WF_MEX_20230530_1637,Green,1,Green,0.5,Mexico,5/30/2023,2023-06-18T00:00:00,10829,GWIS,MEX,WF,WF 1014858,1 in the burned area,Mexico,19,10829 ha
WF_MEX_20230530_1638,Green,1,Green,0.5,Mexico,5/30/2023,2023-06-17T00:00:00,10681,GWIS,MEX,WF,WF 1014642,0 in the burned area,Mexico,18,10681 ha
WF_AUS_20230529_1639,Green,1,Green,0.5,Australia,5/29/2023,2023-06-16T00:00:00,91755,GWIS,AUS,WF,WF 1014643,0 in the burned area,Australia,18,91755 ha
WF_MOZ_20230531_1640,Green,1,Green,0.5,Mozambique,5/31/2023,2023-06-16T00:00:00,9085,GWIS,MOZ,WF,WF 1014779,0 in the burned area,Mozambique,16,9085 ha
WF_MOZ_20230531_1641,Green,1,Green,0.5,Mozambique,5/31/2023,2023-06-16T00:00:00,7503,GWIS,MOZ,WF,WF 1014845,0 in the burned area,Mozambique,16,7503 ha
WF_AUS_20230523_1642,Green,1,Green,0.5,Australia,5/23/2023,2023-06-16T00:00:00,56173,GWIS,AUS,WF,WF 1014453,0 in the burned area,Australia,24,56173 ha
WF_AUS_20230527_1643,Green,1,Green,0.5,Australia,5/27/2023,2023-06-15T00:00:00,6460,GWIS,AUS,WF,WF 1014666,0 in the burned area,Australia,19,6460 ha
WF_CAN_20230527_1644,Green,1,Green,0.5,Canada,5/27/2023,2023-06-15T00:00:00,278030,GWIS,CAN,WF,WF 1014554,0 in the burned area,Canada,19,278030 ha
WF_CAN_20230527_1645,Green,1,Green,0.5,Canada,5/27/2023,2023-06-15T00:00:00,354490,GWIS,CAN,WF,WF 1014484,0 in the burned area,Canada,19,354490 ha
WF_CAN_20230527_1646,Green,1,Green,0.5,Canada,5/27/2023,2023-06-15T00:00:00,18820,GWIS,CAN,WF,WF 1014487,0 in the burned area,Canada,19,18820 ha
WF_CAN_20230527_1647,Green,1,Green,0.5,Canada,5/27/2023,2023-06-14T00:00:00,88737,GWIS,CAN,WF,WF 1014486,0 in the burned area,Canada,18,88737 ha
WF_AUS_20230526_1648,Green,1,Green,0.5,Australia,5/26/2023,2023-06-14T00:00:00,16471,GWIS,AUS,WF,WF 1014462,0 in the burned area,Australia,19,16471 ha
WF_COD_20230527_1649,Green,1,Green,0.5,The Democratic Republic of Congo,5/27/2023,2023-06-14T00:00:00,5006,GWIS,COD,WF,WF 1014859,9188 in the burned area,The Democratic Republic of Congo,18,5006 ha
WF_CAN_20230527_1650,Green,1,Green,0.5,Canada,5/27/2023,2023-06-14T00:00:00,33752,GWIS,CAN,WF,WF 1014860,0 in the burned area,Canada,18,33752 ha
WF_AGO_20230526_1651,Green,1,Green,0.5,Angola,5/26/2023,2023-06-14T00:00:00,6084,GWIS,AGO,WF,WF 1014861,0 in the burned area,Angola,19,6084 ha
WF_MEX_20230526_1652,Green,1,Green,0.5,Mexico,5/26/2023,2023-06-14T00:00:00,6232,GWIS,MEX,WF,WF 1014782,241 in the burned area,Mexico,19,6232 ha
WF_CAN_20230528_1653,Green,1,Green,0.5,Canada,5/28/2023,2023-06-13T00:00:00,102504,GWIS,CAN,WF,WF 1014570,0 in the burned area,Canada,16,102504 ha
WF_AUS_20230529_1654,Green,1,Green,0.5,Australia,5/29/2023,2023-06-13T00:00:00,36027,GWIS,AUS,WF,WF 1014527,0 in the burned area,Australia,15,36027 ha
WF_AUS_20230530_1655,Green,1,Green,0.5,Australia,5/30/2023,2023-06-12T00:00:00,16224,GWIS,AUS,WF,WF 1014551,0 in the burned area,Australia,13,16224 ha
WF_COD_20230528_1656,Green,1,Green,0.5,The Democratic Republic of Congo,5/28/2023,2023-06-12T00:00:00,5496,GWIS,COD,WF,WF 1014759,0 in the burned area,The Democratic Republic of Congo,15,5496 ha
WF_AUS_20230524_1657,Green,1,Green,0.5,Australia,5/24/2023,2023-06-12T00:00:00,7259,GWIS,AUS,WF,WF 1014714,0 in the burned area,Australia,19,7259 ha
WF_CAN_20230527_1658,Green,1,Green,0.5,Canada,5/27/2023,2023-06-12T00:00:00,32368,GWIS,CAN,WF,WF 1014804,0 in the burned area,Canada,16,32368 ha
WF_AGO_20230529_1659,Green,1,Green,0.5,Angola,5/29/2023,2023-06-11T00:00:00,5703,GWIS,AGO,WF,WF 1014936,0 in the burned area,Angola,13,5703 ha
