disaster_id,coordinates,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,Death,Displaced,GDACS_ID
FL_UNK_20060831_1170,"[73.884, 32.886]",GREEN Flood in India from: 31 Aug 2006 00 to: 31 Aug 2006 00.,GREEN,1,Green,1,India,8/31/2006,2006-08-31T00:00:00,6.23,DFO,   ,FL,39,3000,FL 2958
FL_UNK_20060830_1171,"[102.682, 34.696]",GREEN Flood in China from: 30 Aug 2006 00 to: 30 Aug 2006 00.,GREEN,1,Green,1,China,8/30/2006,2006-08-30T00:00:00,4.53,DFO,   ,FL,15,-,FL 2957
FL_UNK_20060829_1172,"[81.517, 27.585]",GREEN Flood in India from: 29 Aug 2006 00 to: 29 Aug 2006 00.,GREEN,1,Green,1,India,8/29/2006,2006-08-29T00:00:00,5.36,DFO,   ,FL,42,50000,FL 2956
FL_UNK_20060826_1173,"[81.306, 28.694]",ORANGE Flood in Nepal from: 26 Aug 2006 00 to: 26 Aug 2006 00.,ORANGE,2,Orange,2,Nepal,8/26/2006,2006-08-26T00:00:00,5.75,DFO,   ,FL,60,80000,FL 2954
FL_UNK_20060824_1174,"[45.444, 3.104]",GREEN Flood in Somalia from: 24 Aug 2006 00 to: 24 Aug 2006 00.,GREEN,1,Green,1,Somalia,8/24/2006,2006-08-24T00:00:00,6.25,DFO,   ,FL,5,-,FL 2955
FL_UNK_20060824_1175,"[89.273, 23.229]",GREEN Flood in Bangladesh from: 24 Aug 2006 00 to: 24 Aug 2006 00.,GREEN,1,Green,1,Bangladesh,8/24/2006,2006-08-24T00:00:00,5.9,DFO,   ,FL,0,-,FL 2961
FL_UNK_20060927_1176,"[107.206, 16.679]",ORANGE Flood in Philippines from: 27 Sep 2006 00 to: 27 Sep 2006 00.,ORANGE,2,Orange,2,Philippines,9/27/2006,2006-09-27T00:00:00,5.84,DFO,   ,FL,260,250000,FL 2969
FL_UNK_20060925_1177,"[85.944, 27.257]",GREEN Flood in Nepal from: 25 Sep 2006 00 to: 25 Sep 2006 00.,GREEN,1,Green,1,Nepal,9/25/2006,2006-09-25T00:00:00,5.02,DFO,   ,FL,4,-,FL 2968
FL_UNK_20060922_1178,"[-87.616, 37.211]",GREEN Flood in USA from: 22 Sep 2006 00 to: 22 Sep 2006 00.,GREEN,1,Green,1,USA,9/22/2006,2006-09-22T00:00:00,5.86,DFO,   ,FL,13,600,FL 2966
FL_UNK_20061030_1179,"[121.817, 17.017]",ORANGE Flood in Philippines from: 30 Oct 2006 00 to: 30 Oct 2006 00.,ORANGE,2,Orange,2,Philippines,10/30/2006,2006-10-30T00:00:00,4.86,DFO,   ,FL,19,300000,FL 2988
FL_UNK_20061027_1180,"[44.604, 4.635]",ORANGE Flood in Ethiopia from: 27 Oct 2006 00 to: 27 Oct 2006 00.,ORANGE,2,Orange,2,Ethiopia,10/27/2006,2006-10-27T00:00:00,7.78,DFO,   ,FL,132,410000,FL 2986
FL_UNK_20061027_1181,"[39.646, 37.643]",GREEN Flood in Türkiye from: 27 Oct 2006 00 to: 27 Oct 2006 00.,GREEN,1,Green,1,Türkiye,10/27/2006,2006-10-27T00:00:00,6.47,DFO,   ,FL,46,63000,FL 2987
FL_UNK_20061026_1182,"[-4.182, 57.704]",GREEN Flood in UK from: 26 Oct 2006 00 to: 26 Oct 2006 00.,GREEN,1,Green,1,UK,10/26/2006,2006-10-26T00:00:00,4.14,DFO,   ,FL,1,300,FL 2983
FL_UNK_20061026_1183,"[80.031, 7.324]",ORANGE Flood in Sri Lanka from: 26 Oct 2006 00 to: 26 Oct 2006 00.,ORANGE,2,Orange,2,Sri Lanka,10/26/2006,2006-10-26T00:00:00,5.26,DFO,   ,FL,52,88000,FL 2984
FL_UNK_20061026_1184,"[79.932, 14.135]",ORANGE Flood in India from: 26 Oct 2006 00 to: 26 Oct 2006 00.,ORANGE,2,Orange,2,India,10/26/2006,2006-10-26T00:00:00,5.6,DFO,   ,FL,47,225000,FL 2985
FL_UNK_20061025_1185,"[-107.535, 24.926]",GREEN Flood in Mexico from: 25 Oct 2006 00 to: 25 Oct 2006 00.,GREEN,1,Green,1,Mexico,10/25/2006,2006-10-25T00:00:00,5.34,DFO,   ,FL,0,20000,FL 2982
FL_UNK_20061023_1186,"[39.722, 0.782]",ORANGE Flood in Kenya from: 23 Oct 2006 00 to: 23 Oct 2006 00.,ORANGE,2,Orange,2,Kenya,10/23/2006,2006-10-23T00:00:00,7.85,DFO,   ,FL,150,700000,FL 2979
FL_UNK_20061022_1187,"[-7.868, 41.651]",GREEN Flood in Spain from: 22 Oct 2006 00 to: 22 Oct 2006 00.,GREEN,1,Green,1,Spain,10/22/2006,2006-10-22T00:00:00,6.45,DFO,   ,FL,4,300,FL 2978
FL_UNK_20061130_1188,"[106.736, 10.33]",ORANGE Flood in Philippines from: 30 Nov 2006 00 to: 30 Nov 2006 00.,ORANGE,2,Orange,2,Philippines,11/30/2006,2006-11-30T00:00:00,5.61,DFO,   ,FL,526,82915,FL 3002
FL_UNK_20061128_1189,"[-73.482, 18.497]",GREEN Flood in Haiti from: 28 Nov 2006 00 to: 28 Nov 2006 00.,GREEN,1,Green,1,Haiti,11/28/2006,2006-11-28T00:00:00,4.4,DFO,   ,FL,7,1500,FL 3000
FL_UNK_20061128_1190,"[29.944, -1.791]",GREEN Flood in Rwanda from: 28 Nov 2006 00 to: 28 Nov 2006 00.,GREEN,1,Green,1,Rwanda,11/28/2006,2006-11-28T00:00:00,4.18,DFO,   ,FL,24,2000,FL 3001
FL_UNK_20061127_1191,"[34.508, -15.957]",GREEN Flood in Malawi from: 27 Nov 2006 00 to: 27 Nov 2006 00.,GREEN,1,Green,1,Malawi,11/27/2006,2006-11-27T00:00:00,3.92,DFO,   ,FL,5,8000,FL 2999
FL_UNK_20061229_1192,"[124.771, 12.445]",GREEN Flood in Philippines from: 29 Dec 2006 00 to: 29 Dec 2006 00.,GREEN,1,Green,1,Philippines,12/29/2006,2006-12-29T00:00:00,4.46,DFO,   ,FL,12,50000,FL 3008
FL_UNK_20061226_1193,"[-75.99, -9.185]",GREEN Flood in Peru from: 26 Dec 2006 00 to: 26 Dec 2006 00.,GREEN,1,Green,1,Peru,12/26/2006,2006-12-26T00:00:00,6.72,DFO,   ,FL,6,46000,FL 3007
FL_UNK_20061222_1194,"[97.505, 4.475]",ORANGE Flood in Indonesia from: 22 Dec 2006 00 to: 22 Dec 2006 00.,ORANGE,2,Orange,2,Indonesia,12/22/2006,2006-12-22T00:00:00,5.36,DFO,   ,FL,193,400000,FL 3006
FL_UNK_20070131_1195,"[106.828, -6.225]",ORANGE Flood in Indonesia from: 31 Jan 2007 00 to: 31 Jan 2007 00.,ORANGE,2,Orange,2,Indonesia,1/31/2007,2007-01-31T00:00:00,5.18,DFO,   ,FL,80,500000,FL 3027
FL_UNK_20070123_1196,"[141.474, -24.507]",GREEN Flood in Australia from: 23 Jan 2007 00 to: 23 Jan 2007 00.,GREEN,1,Green,1,Australia,1/23/2007,2007-01-23T00:00:00,7.48,DFO,   ,FL,0,-,FL 3025
FL_UNK_20070329_1197,"[173.985, -35.352]",GREEN Flood in New Zealand from: 29 Mar 2007 00 to: 29 Mar 2007 00.,GREEN,1,Green,1,New Zealand,3/29/2007,2007-03-29T00:00:00,4.28,DFO,   ,FL,0,300,FL 3046
FL_UNK_20070429_1198,"[42.052, 37.322]",GREEN Flood in Türkiye from: 29 Apr 2007 00 to: 29 Apr 2007 00.,GREEN,1,Green,1,Türkiye,4/29/2007,2007-04-29T00:00:00,3.94,DFO,   ,FL,2,-,FL 3063
FL_UNK_20070429_1199,"[38.39, 34.524]",GREEN Flood in Syria from: 29 Apr 2007 00 to: 29 Apr 2007 00.,GREEN,1,Green,1,Syria,4/29/2007,2007-04-29T00:00:00,3.76,DFO,   ,FL,3,-,FL 3064
FL_UNK_20070426_1200,"[-75.211, 4.503]",GREEN Flood in Colombia from: 26 Apr 2007 00 to: 26 Apr 2007 00.,GREEN,1,Green,1,Colombia,4/26/2007,2007-04-26T00:00:00,4.13,DFO,   ,FL,17,2000,FL 3062
FL_UNK_20070530_1201,"[-71.054, 19.548]",GREEN Flood in Dominican Republic from: 30 May 2007 00 to: 30 May 2007 00.,GREEN,1,Green,1,Dominican Republic,5/30/2007,2007-05-30T00:00:00,4.83,DFO,   ,FL,11,20000,FL 3089
FL_UNK_20070530_1202,"[-88.62, 13.384]",GREEN Flood in El Salvador from: 30 May 2007 00 to: 30 May 2007 00.,GREEN,1,Green,1,El Salvador,5/30/2007,2007-05-30T00:00:00,3.96,DFO,   ,FL,4,-,FL 3090
FL_UNK_20070527_1203,"[43.801, 39.401]",GREEN Flood in Türkiye from: 27 May 2007 00 to: 27 May 2007 00.,GREEN,1,Green,1,Türkiye,5/27/2007,2007-05-27T00:00:00,5.36,DFO,   ,FL,13,-,FL 3088
FL_UNK_20070526_1204,"[-76.929, 21.349]",GREEN Flood in Cuba from: 26 May 2007 00 to: 26 May 2007 00.,GREEN,1,Green,1,Cuba,5/26/2007,2007-05-26T00:00:00,4.67,DFO,   ,FL,2,3000,FL 3087
FL_UNK_20070525_1205,"[-0.472, 43.296]",GREEN Flood in France from: 25 May 2007 00 to: 25 May 2007 00.,GREEN,1,Green,1,France,5/25/2007,2007-05-25T00:00:00,3.98,DFO,   ,FL,1,500,FL 3086
FL_UNK_20070524_1206,"[-98.665, 30.243]",GREEN Flood in USA from: 24 May 2007 00 to: 24 May 2007 00.,GREEN,1,Green,1,USA,5/24/2007,2007-05-24T00:00:00,6.31,DFO,   ,FL,6,100,FL 3083
FL_UNK_20070524_1207,"[107.778, 30.282]",ORANGE Flood in China from: 24 May 2007 00 to: 24 May 2007 00.,ORANGE,2,Orange,2,China,5/24/2007,2007-05-24T00:00:00,5.12,DFO,   ,FL,43,112000,FL 3084
FL_UNK_20070523_1208,"[-4.216, 39.894]",GREEN Flood in Spain from: 23 May 2007 00 to: 23 May 2007 00.,GREEN,1,Green,1,Spain,5/23/2007,2007-05-23T00:00:00,5.93,DFO,   ,FL,1,550,FL 3082
FL_UNK_20070522_1209,"[24.502, 42.523]",GREEN Flood in Bulgaria from: 22 May 2007 00 to: 22 May 2007 00.,GREEN,1,Green,1,Bulgaria,5/22/2007,2007-05-22T00:00:00,5.74,DFO,   ,FL,2,-,FL 3085
FL_UNK_20070630_1210,"[107.174, 21.24]",GREEN Flood in Vietnam from: 30 Jun 2007 00 to: 30 Jun 2007 00.,GREEN,1,Green,1,Vietnam,6/30/2007,2007-06-30T00:00:00,4.16,DFO,   ,FL,3,-,FL 3117
FL_UNK_20070630_1211,"[81.86, 20.054]",GREEN Flood in India from: 30 Jun 2007 00 to: 30 Jun 2007 00.,GREEN,1,Green,1,India,6/30/2007,2007-06-30T00:00:00,6.54,DFO,   ,FL,29,50000,FL 3118
FL_UNK_20070628_1212,"[71.87, 34.275]",ORANGE Flood in Pakistan from: 28 Jun 2007 00 to: 28 Jun 2007 00.,ORANGE,2,Orange,2,Pakistan,6/28/2007,2007-06-28T00:00:00,5.87,DFO,   ,FL,130,2000,FL 3116
FL_UNK_20070627_1213,"[-75.593, 8.375]",ORANGE Flood in Colombia from: 27 Jun 2007 00 to: 27 Jun 2007 00.,ORANGE,2,Orange,2,Colombia,6/27/2007,2007-06-27T00:00:00,6.73,DFO,   ,FL,43,700000,FL 3121
FL_UNK_20070627_1214,"[146.856, -37.936]",GREEN Flood in Australia from: 27 Jun 2007 00 to: 27 Jun 2007 00.,GREEN,1,Green,1,Australia,6/27/2007,2007-06-27T00:00:00,5.69,DFO,   ,FL,1,300,FL 3114
FL_UNK_20070627_1215,"[52.202, 33.753]",GREEN Flood in Iran from: 27 Jun 2007 00 to: 27 Jun 2007 00.,GREEN,1,Green,1,Iran,6/27/2007,2007-06-27T00:00:00,4.67,DFO,   ,FL,12,-,FL 3115
FL_UNK_20070626_1216,"[67.902, 25.256]",ORANGE Flood in Pakistan from: 26 Jun 2007 00 to: 26 Jun 2007 00.,ORANGE,2,Orange,2,Pakistan,6/26/2007,2007-06-26T00:00:00,6.46,DFO,   ,FL,280,400000,FL 3112
FL_UNK_20070626_1217,"[-97.166, 32.837]",GREEN Flood in USA from: 26 Jun 2007 00 to: 26 Jun 2007 00.,GREEN,1,Green,1,USA,6/26/2007,2007-06-26T00:00:00,7.33,DFO,   ,FL,8,5000,FL 3113
FL_UNK_20070625_1218,"[-0.914, 53.881]",GREEN Flood in UK from: 25 Jun 2007 00 to: 25 Jun 2007 00.,GREEN,1,Green,1,UK,6/25/2007,2007-06-25T00:00:00,5.57,DFO,   ,FL,6,30000,FL 3110
FL_UNK_20070624_1219,"[160.487, -9.553]",GREEN Flood in Solomon Islands from: 24 Jun 2007 00 to: 24 Jun 2007 00.,GREEN,1,Green,1,Solomon Islands,6/24/2007,2007-06-24T00:00:00,3.12,DFO,   ,FL,0,3000,FL 3111
FL_UNK_20070624_1220,"[71.141, 35.278]",ORANGE Flood in Afghanistan from: 24 Jun 2007 00 to: 24 Jun 2007 00.,ORANGE,2,Orange,2,Afghanistan,6/24/2007,2007-06-24T00:00:00,5.79,DFO,   ,FL,113,4000,FL 3109
FL_UNK_20070729_1221,"[34.5, 8.331]",GREEN Flood in Ethiopia from: 29 Jul 2007 00 to: 29 Jul 2007 00.,GREEN,1,Green,1,Ethiopia,7/29/2007,2007-07-29T00:00:00,7.69,DFO,   ,FL,17,42000,FL 3146
FL_UNK_20070728_1222,"[128.141, -0.641]",GREEN Flood in Indonesia from: 28 Jul 2007 00 to: 28 Jul 2007 00.,GREEN,1,Green,1,Indonesia,7/28/2007,2007-07-28T00:00:00,4.25,DFO,   ,FL,0,3000,FL 3154
FL_UNK_20070728_1223,"[-4.386, 11.453]",GREEN Flood in Burkina Faso from: 28 Jul 2007 00 to: 28 Jul 2007 00.,GREEN,1,Green,1,Burkina Faso,7/28/2007,2007-07-28T00:00:00,4.09,DFO,   ,FL,0,2000,FL 3145
FL_UNK_20070727_1224,"[19.575, -34.091]",GREEN Flood in South Africa from: 27 Jul 2007 00 to: 27 Jul 2007 00.,GREEN,1,Green,1,South Africa,7/27/2007,2007-07-27T00:00:00,5.15,DFO,   ,FL,0,38000,FL 3144
FL_UNK_20070726_1225,"[0.612, 13.038]",ORANGE Flood in Ghana from: 26 Jul 2007 00 to: 26 Jul 2007 00.,ORANGE,2,Orange,2,Ghana,7/26/2007,2007-07-26T00:00:00,8.29,DFO,   ,FL,153,540000,FL 3166
FL_UNK_20070725_1226,"[120.198, -3.28]",GREEN Flood in Indonesia from: 25 Jul 2007 00 to: 25 Jul 2007 00.,GREEN,1,Green,1,Indonesia,7/25/2007,2007-07-25T00:00:00,4.33,DFO,   ,FL,15,2000,FL 3141
FL_UNK_20070723_1227,"[84.08, 27.777]",ORANGE Flood in Nepal from: 23 Jul 2007 00 to: 23 Jul 2007 00.,ORANGE,2,Orange,2,Nepal,7/23/2007,2007-07-23T00:00:00,6.61,DFO,   ,FL,185,86000,FL 3143
FL_UNK_20070723_1228,"[-72.292, 18.55]",GREEN Flood in Haiti from: 23 Jul 2007 00 to: 23 Jul 2007 00.,GREEN,1,Green,1,Haiti,7/23/2007,2007-07-23T00:00:00,2.39,DFO,   ,FL,4,300,FL 3140
FL_UNK_20070831_1229,"[-13.968, 15.474]",GREEN Flood in Senegal from: 31 Aug 2007 00 to: 31 Aug 2007 00.,GREEN,1,Green,1,Senegal,8/31/2007,2007-08-31T00:00:00,6.55,DFO,   ,FL,1,-,FL 3180
FL_UNK_20070831_1230,"[108.872, 32.782]",GREEN Flood in China from: 31 Aug 2007 00 to: 31 Aug 2007 00.,GREEN,1,Green,1,China,8/31/2007,2007-08-31T00:00:00,4.12,DFO,   ,FL,7,-,FL 3181
FL_UNK_20070826_1231,"[-10.582, 6.506]",GREEN Flood in Liberia from: 26 Aug 2007 00 to: 26 Aug 2007 00.,GREEN,1,Green,1,Liberia,8/26/2007,2007-08-26T00:00:00,4.24,DFO,   ,FL,0,17000,FL 3177
FL_UNK_20070825_1232,"[25.603, 46.758]",GREEN Flood in Romania from: 25 Aug 2007 00 to: 25 Aug 2007 00.,GREEN,1,Green,1,Romania,8/25/2007,2007-08-25T00:00:00,4.99,DFO,   ,FL,2,-,FL 3178
FL_UNK_20070825_1233,"[19.049, 11.544]",ORANGE Flood in Chad from: 25 Aug 2007 00 to: 25 Aug 2007 00.,ORANGE,2,Orange,2,Chad,8/25/2007,2007-08-25T00:00:00,7.24,DFO,   ,FL,12,170000,FL 3179
FL_UNK_20070822_1234,"[104.066, 27.719]",GREEN Flood in China from: 22 Aug 2007 00 to: 22 Aug 2007 00.,GREEN,1,Green,1,China,8/22/2007,2007-08-22T00:00:00,5.29,DFO,   ,FL,17,2309,FL 3176
FL_UNK_20070929_1235,"[106.903, 17.066]",GREEN Flood in Vietnam from: 29 Sep 2007 00 to: 29 Sep 2007 00.,GREEN,1,Green,1,Vietnam,9/29/2007,2007-09-29T00:00:00,6.11,DFO,   ,FL,96,30000,FL 3200
FL_UNK_20070928_1236,"[-97.851, 20.932]",GREEN Flood in Mexico from: 28 Sep 2007 00 to: 28 Sep 2007 00.,GREEN,1,Green,1,Mexico,9/28/2007,2007-09-28T00:00:00,5.32,DFO,   ,FL,5,33000,FL 3199
FL_UNK_20070924_1237,"[-52.671, -30.252]",GREEN Flood in Brazil from: 24 Sep 2007 00 to: 24 Sep 2007 00.,GREEN,1,Green,1,Brazil,9/24/2007,2007-09-24T00:00:00,6.06,DFO,   ,FL,4,4000,FL 3198
FL_UNK_20071030_1238,"[3.242, 34.823]",GREEN Flood in Algeria from: 30 Oct 2007 00 to: 30 Oct 2007 00.,GREEN,1,Green,1,Algeria,10/30/2007,2007-10-30T00:00:00,5.61,DFO,   ,FL,4,-,FL 3221
FL_UNK_20071028_1239,"[-70.061, 18.528]",ORANGE Flood in Dominican Republic from: 28 Oct 2007 00 to: 28 Oct 2007 00.,ORANGE,2,Orange,2,Dominican Republic,10/28/2007,2007-10-28T00:00:00,6.1,DFO,   ,FL,142,94000,FL 3218
FL_UNK_20071028_1240,"[107.36, 16.321]",ORANGE Flood in Vietnam from: 28 Oct 2007 00 to: 28 Oct 2007 00.,ORANGE,2,Orange,2,Vietnam,10/28/2007,2007-10-28T00:00:00,5.66,DFO,   ,FL,70,94000,FL 3219
FL_UNK_20071028_1241,"[-92.413, 17.669]",RED Flood in Mexico from: 28 Oct 2007 00 to: 28 Oct 2007 00.,RED,3,Red,3,Mexico,10/28/2007,2007-10-28T00:00:00,6.27,DFO,   ,FL,19,800000,FL 3220
