Disaster_Event_Id,Alert_Level,Alert_Score,Episode_Alert_Level,Episode_Alert_Score,Country,From_Date,To_Date,Severity,Source,Iso3,Event_Type,GDACS_ID,People_Affected,Duration (days),Burned_Area
WF_CAN_20240628_2384,Green,1,Green,0,Canada,6/28/2024,7/10/2024,11298,GWIS,CAN,WF,WF 1020150,0,12,11298 hectare
WF_RUS_20240630_2385,Green,1,Green,0,Russian Federation,6/30/2024,7/10/2024,5971,GWIS,RUS,WF,WF 1020148,0,10,5971 hectare
WF_RUS_20240626_2386,Green,1,Green,0,Russian Federation,6/26/2024,7/10/2024,9198,GWIS,RUS,WF,WF 1020076,0,14,9198 hectare
WF_RUS_20240624_2387,Green,1,Green,0,Russian Federation,6/24/2024,7/9/2024,5797,GWIS,RUS,WF,WF 1020087,0,15,5797 hectare
WF_RUS_20240627_2388,Green,1,Green,0,Russian Federation,6/27/2024,7/9/2024,10721,GWIS,RUS,WF,WF 1020055,0,12,10721 hectare
WF_RUS_20240625_2389,Green,1,Green,0,Russian Federation,6/25/2024,7/9/2024,8443,GWIS,RUS,WF,WF 1020115,0,14,8443 hectare
WF_RUS_20240625_2390,Green,1,Green,0,Russian Federation,6/25/2024,7/9/2024,6893,GWIS,RUS,WF,WF 1020017,0,14,6893 hectare
WF_RUS_20240625_2391,Green,1,Green,0,Russian Federation,6/25/2024,7/9/2024,15345,GWIS,RUS,WF,WF 1020021,0,14,15345 hectare
WF_RUS_20240627_2392,Green,1,Green,0,Russian Federation,6/27/2024,7/9/2024,14915,GWIS,RUS,WF,WF 1020039,0,12,14915 hectare
WF_RUS_20240625_2393,Green,1,Green,0,Russian Federation,6/25/2024,7/9/2024,7963,GWIS,RUS,WF,WF 1020045,0,14,7963 hectare
WF_RUS_20240626_2394,Green,1,Green,0,Russian Federation,6/26/2024,7/9/2024,36320,GWIS,RUS,WF,WF 1019999,0,13,36320 hectare
WF_RUS_20240623_2395,Green,1,Green,0,Russian Federation,6/23/2024,7/8/2024,12484,GWIS,RUS,WF,WF 1020046,0,15,12484 hectare
WF_RUS_20240623_2396,Green,1,Green,0,Russian Federation,6/23/2024,7/8/2024,21439,GWIS,RUS,WF,WF 1020025,0,15,21439 hectare
WF_RUS_20240624_2397,Green,1,Green,0,Russian Federation,6/24/2024,7/8/2024,5090,GWIS,RUS,WF,WF 1020131,0,14,5090 hectare
WF_RUS_20240627_2398,Green,1,Green,0,Russian Federation,6/27/2024,7/8/2024,6526,GWIS,RUS,WF,WF 1020075,0,11,6526 hectare
WF_RUS_20240627_2399,Green,1,Green,0,Russian Federation,6/27/2024,7/8/2024,41083,GWIS,RUS,WF,WF 1019979,0,11,41083 hectare
WF_BOL_20240625_2400,Green,1,Green,0,Bolivia,6/25/2024,7/8/2024,20773,GWIS,BOL,WF,WF 1019967,19,13,20773 hectare
WF_AGO_20240731_2401,Green,1,Green,0,Angola,7/31/2024,8/12/2024,5199,GWIS,AGO,WF,WF 1021140,0,12,5199 hectare
WF_CAN_20240731_2402,Green,1,Green,0,Canada,7/31/2024,8/12/2024,6480,GWIS,CAN,WF,WF 1021144,0,12,6480 hectare
WF_AGO_20240731_2403,Green,1,Green,0,Angola,7/31/2024,8/12/2024,7751,GWIS,AGO,WF,WF 1021148,0,12,7751 hectare
WF_CAN_20240731_2404,Green,1,Green,0,Canada,7/31/2024,8/12/2024,6799,GWIS,CAN,WF,WF 1021146,0,12,6799 hectare
WF_AGO_20240731_2405,Green,1,Green,0,Angola,7/31/2024,8/12/2024,9732,GWIS,AGO,WF,WF 1021153,0,12,9732 hectare
WF_BRA_20240730_2406,Green,1,Green,0,Brazil,7/30/2024,8/12/2024,8395,GWIS,BRA,WF,WF 1021170,48,13,8395 hectare
WF_BRA_20240728_2407,Green,1,Green,0,Brazil,7/28/2024,8/12/2024,7255,GWIS,BRA,WF,WF 1021185,0,15,7255 hectare
WF_CAN_20240731_2408,Green,1,Green,0,Canada,7/31/2024,8/12/2024,89512,GWIS,CAN,WF,WF 1021156,0,12,89512 hectare
WF_CAN_20240730_2409,Green,1,Green,0,Canada,7/30/2024,8/12/2024,5010,GWIS,CAN,WF,WF 1021157,0,13,5010 hectare
WF_BRA_20240729_2410,Green,1,Green,0,Brazil,7/29/2024,8/12/2024,11520,GWIS,BRA,WF,WF 1021181,70,14,11520 hectare
WF_NAM_20240730_2411,Green,1,Green,0,Namibia,7/30/2024,8/12/2024,17453,GWIS,NAM,WF,WF 1020891,0,13,17453 hectare
WF_CAN_20240731_2412,Green,1,Green,0,Canada,7/31/2024,8/12/2024,16200,GWIS,CAN,WF,WF 1020632,0,12,16200 hectare
WF_BOL_20240731_2413,Green,1,Green,0,Bolivia,7/31/2024,8/12/2024,7785,GWIS,BOL,WF,WF 1020627,38,12,7785 hectare
WF_RUS_20240731_2414,Green,1,Green,0,Russian Federation,7/31/2024,8/12/2024,25727,GWIS,RUS,WF,WF 1020676,0,12,25727 hectare
WF_CAN_20240731_2415,Green,1,Green,0,Canada,7/31/2024,8/12/2024,9595,GWIS,CAN,WF,WF 1020734,0,12,9595 hectare
WF_RUS_20240731_2416,Green,1,Green,0,Russian Federation,7/31/2024,8/12/2024,13526,GWIS,RUS,WF,WF 1020762,0,12,13526 hectare
WF_BRA_20240729_2417,Green,1,Green,0,Brazil,7/29/2024,8/12/2024,18830,GWIS,BRA,WF,WF 1020766,18,14,18830 hectare
WF_AUS_20240730_2418,Green,1,Green,0,Australia,7/30/2024,8/11/2024,47722,GWIS,AUS,WF,WF 1020594,0,12,47722 hectare
WF_BRA_20240731_2419,Green,1,Green,0,Brazil,7/31/2024,8/11/2024,13696,GWIS,BRA,WF,WF 1020764,0,11,13696 hectare
WF_BRA_20240731_2420,Green,1,Green,0,Brazil,7/31/2024,8/11/2024,9488,GWIS,BRA,WF,WF 1020765,3,11,9488 hectare
WF_COD_20240729_2421,Green,1,Green,0,Congo,7/29/2024,8/11/2024,11413,GWIS,COG,WF,WF 1020809,4638,13,11413 hectare
WF_AGO_20240728_2422,Green,1,Green,0,Angola,7/28/2024,8/11/2024,7019,GWIS,AGO,WF,WF 1020810,1036,14,7019 hectare
WF_ZWE_20240730_2423,Green,1,Green,0,Zimbabwe,7/30/2024,8/11/2024,7792,GWIS,ZWE,WF,WF 1020744,190,12,7792 hectare
WF_COD_20240729_2424,Green,1,Green,0,Congo,7/29/2024,8/11/2024,8855,GWIS,COG,WF,WF 1020678,1460,13,8855 hectare
WF_ZMB_20240729_2425,Green,1,Green,0,Zambia,7/29/2024,8/11/2024,9629,GWIS,ZMB,WF,WF 1020642,0,13,9629 hectare
WF_BOL_20240730_2426,Green,1,Green,0,Bolivia,7/30/2024,8/11/2024,18580,GWIS,BOL,WF,WF 1020622,24,12,18580 hectare
WF_COD_20240731_2427,Green,1,Green,0,Congo,7/31/2024,8/11/2024,9891,GWIS,COG,WF,WF 1020886,425,11,9891 hectare
WF_AGO_20240731_2428,Green,1,Green,0,Angola,7/31/2024,8/11/2024,14421,GWIS,AGO,WF,WF 1020887,50,11,14421 hectare
WF_ZMB_20240731_2429,Green,1,Green,0,Zambia,7/31/2024,8/11/2024,41414,GWIS,ZMB,WF,WF 1020888,2663,11,41414 hectare
WF_AUS_20240730_2430,Green,1,Green,0,Australia,7/30/2024,8/11/2024,6904,GWIS,AUS,WF,WF 1020889,0,12,6904 hectare
WF_ZMB_20240730_2431,Green,1,Green,0,Zambia,7/30/2024,8/11/2024,13858,GWIS,ZMB,WF,WF 1020890,1260,12,13858 hectare
WF_COD_20240730_2432,Green,1,Green,0,Congo,7/30/2024,8/11/2024,22228,GWIS,COG,WF,WF 1020872,5956,12,22228 hectare
WF_ZMB_20240731_2433,Green,1,Green,0,Zambia,7/31/2024,8/11/2024,29214,GWIS,ZMB,WF,WF 1020876,885,11,29214 hectare
WF_MOZ_20240731_2434,Green,1,Green,0,Mozambique,7/31/2024,8/11/2024,7205,GWIS,MOZ,WF,WF 1020881,1153,11,7205 hectare
WF_AGO_20240731_2435,Green,1,Green,0,Angola,7/31/2024,8/11/2024,14581,GWIS,AGO,WF,WF 1020883,0,11,14581 hectare
WF_COD_20240731_2436,Green,1,Green,0,Congo,7/31/2024,8/11/2024,7578,GWIS,COG,WF,WF 1020807,2039,11,7578 hectare
WF_RUS_20240731_2437,Green,1,Green,0,Russian Federation,7/31/2024,8/11/2024,7616,GWIS,RUS,WF,WF 1020831,0,11,7616 hectare
WF_COD_20240729_2438,Green,1,Green,0,Congo,7/29/2024,8/11/2024,22505,GWIS,COG,WF,WF 1020902,957,13,22505 hectare
WF_COD_20240728_2439,Green,1,Green,0,Congo,7/28/2024,8/11/2024,27843,GWIS,COG,WF,WF 1020909,12919,14,27843 hectare
WF_AGO_20240729_2440,Green,1,Green,0,Angola,7/29/2024,8/11/2024,36381,GWIS,AGO,WF,WF 1021182,5004,13,36381 hectare
WF_COD_20240728_2441,Green,1,Green,0,Congo,7/28/2024,8/11/2024,5473,GWIS,COG,WF,WF 1021183,63,14,5473 hectare
WF_COD_20240728_2442,Green,1,Green,0,Congo,7/28/2024,8/11/2024,5799,GWIS,COG,WF,WF 1021184,912,14,5799 hectare
WF_AGO_20240730_2443,Green,1,Green,0,Angola,7/30/2024,8/11/2024,6658,GWIS,AGO,WF,WF 1021168,522,12,6658 hectare
WF_COD_20240730_2444,Green,1,Green,0,Congo,7/30/2024,8/11/2024,7493,GWIS,COG,WF,WF 1021169,1821,12,7493 hectare
WF_COD_20240729_2445,Green,1,Green,0,Congo,7/29/2024,8/11/2024,5264,GWIS,COG,WF,WF 1021172,392,13,5264 hectare
WF_COD_20240729_2446,Green,1,Green,0,Congo,7/29/2024,8/11/2024,5325,GWIS,COG,WF,WF 1021173,1789,13,5325 hectare
WF_BRA_20240729_2447,Green,1,Green,0,Brazil,7/29/2024,8/11/2024,5387,GWIS,BRA,WF,WF 1021174,2,13,5387 hectare
WF_BRA_20240729_2448,Green,1,Green,0,Brazil,7/29/2024,8/11/2024,5420,GWIS,BRA,WF,WF 1021175,0,13,5420 hectare
WF_CAN_20240729_2449,Green,1,Green,0,Canada,7/29/2024,8/11/2024,5464,GWIS,CAN,WF,WF 1021176,0,13,5464 hectare
WF_COD_20240729_2450,Green,1,Green,0,Congo,7/29/2024,8/11/2024,5889,GWIS,COG,WF,WF 1021177,1179,13,5889 hectare
WF_AGO_20240729_2451,Green,1,Green,0,Angola,7/29/2024,8/11/2024,6241,GWIS,AGO,WF,WF 1021178,598,13,6241 hectare
WF_CAN_20240729_2452,Green,1,Green,0,Canada,7/29/2024,8/11/2024,6540,GWIS,CAN,WF,WF 1021179,0,13,6540 hectare
WF_AGO_20240731_2453,Green,1,Green,0,Angola,7/31/2024,8/11/2024,16829,GWIS,AGO,WF,WF 1021155,99,11,16829 hectare
WF_AGO_20240731_2454,Green,1,Green,0,Angola,7/31/2024,8/11/2024,6985,GWIS,AGO,WF,WF 1021147,24,11,6985 hectare
WF_ZMB_20240731_2455,Green,1,Green,0,Zambia,7/31/2024,8/11/2024,8138,GWIS,ZMB,WF,WF 1021149,724,11,8138 hectare
WF_TZA_20240731_2456,Green,1,Green,0,Tanzania,7/31/2024,8/11/2024,8877,GWIS,TZA,WF,WF 1021150,0,11,8877 hectare
WF_AGO_20240731_2457,Green,1,Green,0,Angola,7/31/2024,8/11/2024,9402,GWIS,AGO,WF,WF 1021151,846,11,9402 hectare
WF_AGO_20240731_2458,Green,1,Green,0,Angola,7/31/2024,8/11/2024,9560,GWIS,AGO,WF,WF 1021152,205,11,9560 hectare
WF_BRA_20240730_2459,Green,1,Green,0,Brazil,7/30/2024,8/11/2024,5047,GWIS,BRA,WF,WF 1021159,37,12,5047 hectare
WF_COD_20240730_2460,Green,1,Green,0,Congo,7/30/2024,8/11/2024,5059,GWIS,COG,WF,WF 1021160,257,12,5059 hectare
WF_COD_20240730_2461,Green,1,Green,0,Congo,7/30/2024,8/11/2024,5141,GWIS,COG,WF,WF 1021161,53,12,5141 hectare
WF_NAM_20240730_2462,Green,1,Green,0,Namibia,7/30/2024,8/11/2024,5167,GWIS,NAM,WF,WF 1021162,0,12,5167 hectare
WF_COD_20240730_2463,Green,1,Green,0,Congo,7/30/2024,8/11/2024,5343,GWIS,COG,WF,WF 1021163,182,12,5343 hectare
WF_COD_20240730_2464,Green,1,Green,0,Congo,7/30/2024,8/11/2024,5480,GWIS,COG,WF,WF 1021164,452,12,5480 hectare
WF_COD_20240730_2465,Green,1,Green,0,Congo,7/30/2024,8/11/2024,5537,GWIS,COG,WF,WF 1021165,1580,12,5537 hectare
WF_COD_20240730_2466,Green,1,Green,0,Congo,7/30/2024,8/11/2024,5562,GWIS,COG,WF,WF 1021166,245,12,5562 hectare
WF_AGO_20240731_2467,Green,1,Green,0,Angola,7/31/2024,8/11/2024,5764,GWIS,AGO,WF,WF 1021143,0,11,5764 hectare
WF_COD_20240731_2468,Green,1,Green,0,Congo,7/31/2024,8/11/2024,5240,GWIS,COG,WF,WF 1021141,152,11,5240 hectare
WF_AGO_20240730_2469,Green,1,Green,0,Angola,7/30/2024,8/10/2024,5655,GWIS,AGO,WF,WF 1021167,88,11,5655 hectare
WF_AGO_20240731_2470,Green,1,Green,0,Angola,7/31/2024,8/10/2024,11266,GWIS,AGO,WF,WF 1021154,143,10,11266 hectare
WF_MOZ_20240728_2471,Green,1,Green,0,Mozambique,7/28/2024,8/10/2024,8923,GWIS,MOZ,WF,WF 1021186,4488,13,8923 hectare
WF_AUS_20240831_2472,Green,1,Green,0,Australia,8/31/2024,9/5/2024,11171,GWIS,AUS,WF,WF 1021957,0,5,11171 hectare
WF_BRA_20240831_2473,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,18470,GWIS,BRA,WF,WF 1021889,1,5,18470 hectare
WF_AGO_20240831_2474,Green,1,Green,0,Angola,8/31/2024,9/5/2024,13227,GWIS,AGO,WF,WF 1021917,0,5,13227 hectare
WF_AUS_20240831_2475,Green,1,Green,0,Australia,8/31/2024,9/5/2024,6434,GWIS,AUS,WF,WF 1021931,0,5,6434 hectare
WF_BRA_20240831_2476,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,6250,GWIS,BRA,WF,WF 1021932,0,5,6250 hectare
WF_ZMB_20240831_2477,Green,1,Green,0,Zambia,8/31/2024,9/5/2024,20401,GWIS,ZMB,WF,WF 1021944,3096,5,20401 hectare
WF_ZMB_20240831_2478,Green,1,Green,0,Zambia,8/31/2024,9/5/2024,44715,GWIS,ZMB,WF,WF 1021945,3501,5,44715 hectare
WF_BRA_20240831_2479,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,7200,GWIS,BRA,WF,WF 1021954,21,5,7200 hectare
WF_BRA_20240831_2480,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,17904,GWIS,BRA,WF,WF 1021955,5,5,17904 hectare
WF_BRA_20240831_2481,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,5558,GWIS,BRA,WF,WF 1021967,21,5,5558 hectare
WF_BRA_20240831_2482,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,12029,GWIS,BRA,WF,WF 1021979,2,5,12029 hectare
WF_BRA_20240831_2483,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,5103,GWIS,BRA,WF,WF 1021987,65,5,5103 hectare
WF_BRA_20240831_2484,Green,1,Green,0,Brazil,8/31/2024,9/5/2024,5127,GWIS,BRA,WF,WF 1021988,23,5,5127 hectare
WF_ZMB_20240831_2485,Green,1,Green,0,Zambia,8/31/2024,9/5/2024,8459,GWIS,ZMB,WF,WF 1021998,312,5,8459 hectare
WF_BRA_20240830_2486,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,5593,GWIS,BRA,WF,WF 1021968,0,5,5593 hectare
WF_BRA_20240830_2487,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,5050,GWIS,BRA,WF,WF 1021969,0,5,5050 hectare
WF_AUS_20240830_2488,Green,1,Green,0,Australia,8/30/2024,9/4/2024,5828,GWIS,AUS,WF,WF 1021970,0,5,5828 hectare
WF_ZMB_20240830_2489,Green,1,Green,0,Zambia,8/30/2024,9/4/2024,6441,GWIS,ZMB,WF,WF 1021976,175,5,6441 hectare
WF_ZMB_20240830_2490,Green,1,Green,0,Zambia,8/30/2024,9/4/2024,10922,GWIS,ZMB,WF,WF 1021977,1509,5,10922 hectare
WF_BRA_20240831_2491,Green,1,Green,0,Brazil,8/31/2024,9/4/2024,5617,GWIS,BRA,WF,WF 1021956,1,4,5617 hectare
WF_BRA_20240830_2492,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,10922,GWIS,BRA,WF,WF 1021923,243,5,10922 hectare
WF_ZMB_20240830_2493,Green,1,Green,0,Zambia,8/30/2024,9/4/2024,5558,GWIS,ZMB,WF,WF 1021946,254,5,5558 hectare
WF_AGO_20240830_2494,Green,1,Green,0,Angola,8/30/2024,9/4/2024,5119,GWIS,AGO,WF,WF 1021947,0,5,5119 hectare
WF_ZMB_20240830_2495,Green,1,Green,0,Zambia,8/30/2024,9/4/2024,12456,GWIS,ZMB,WF,WF 1021948,128,5,12456 hectare
WF_BRA_20240830_2496,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,6849,GWIS,BRA,WF,WF 1021933,9,5,6849 hectare
WF_BRA_20240830_2497,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,6800,GWIS,BRA,WF,WF 1021913,9,5,6800 hectare
WF_BRA_20240830_2498,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,7385,GWIS,BRA,WF,WF 1021906,50,5,7385 hectare
WF_BRA_20240830_2499,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,7648,GWIS,BRA,WF,WF 1021958,1,5,7648 hectare
WF_BRA_20240830_2500,Green,1,Green,0,Brazil,8/30/2024,9/4/2024,5235,GWIS,BRA,WF,WF 1021960,6,5,5235 hectare
WF_BRA_20240830_2501,Green,1,Green,0,Brazil,8/30/2024,9/3/2024,5071,GWIS,BRA,WF,WF 1021959,4,4,5071 hectare
WF_BRA_20240829_2502,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,5510,GWIS,BRA,WF,WF 1021907,0,5,5510 hectare
WF_BRA_20240829_2503,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,5072,GWIS,BRA,WF,WF 1021908,0,5,5072 hectare
WF_BRA_20240829_2504,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,5638,GWIS,BRA,WF,WF 1021909,36,5,5638 hectare
WF_BRA_20240829_2505,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,10153,GWIS,BRA,WF,WF 1021910,0,5,10153 hectare
WF_BRA_20240829_2506,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,10276,GWIS,BRA,WF,WF 1021912,0,5,10276 hectare
WF_ZMB_20240831_2507,Green,1,Green,0,Zambia,8/31/2024,9/3/2024,6599,GWIS,ZMB,WF,WF 1021918,105,3,6599 hectare
WF_BRA_20240829_2508,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,5023,GWIS,BRA,WF,WF 1021934,3,5,5023 hectare
WF_BRA_20240829_2509,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,5230,GWIS,BRA,WF,WF 1021935,3,5,5230 hectare
WF_AUS_20240829_2510,Green,1,Green,0,Australia,8/29/2024,9/3/2024,5371,GWIS,AUS,WF,WF 1021936,0,5,5371 hectare
WF_ZMB_20240829_2511,Green,1,Green,0,Zambia,8/29/2024,9/3/2024,5512,GWIS,ZMB,WF,WF 1021949,51,5,5512 hectare
WF_BRA_20240829_2512,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,6077,GWIS,BRA,WF,WF 1021924,517,5,6077 hectare
WF_BRA_20240829_2513,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,5794,GWIS,BRA,WF,WF 1021925,83,5,5794 hectare
WF_BRA_20240829_2514,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,14457,GWIS,BRA,WF,WF 1021899,5,5,14457 hectare
WF_BRA_20240829_2515,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,8010,GWIS,BRA,WF,WF 1021900,18,5,8010 hectare
WF_BRA_20240829_2516,Green,1,Green,0,Brazil,8/29/2024,9/3/2024,6684,GWIS,BRA,WF,WF 1021878,45,5,6684 hectare
WF_ZAF_20240829_2517,Green,1,Green,0,South Africa,8/29/2024,9/3/2024,6309,GWIS,ZAF,WF,WF 1021859,8,5,6309 hectare
WF_AGO_20240828_2518,Green,1,Green,0,Angola,8/28/2024,9/2/2024,7976,GWIS,AGO,WF,WF 1021862,0,5,7976 hectare
WF_BOL_20240828_2519,Green,1,Green,0,Bolivia,8/28/2024,9/2/2024,11600,GWIS,BOL,WF,WF 1021872,19,5,11600 hectare
WF_BRA_20240828_2520,Green,1,Green,0,Brazil,8/28/2024,9/2/2024,9591,GWIS,BRA,WF,WF 1021873,35,5,9591 hectare
WF_BRA_20240829_2521,Green,1,Green,0,Brazil,8/29/2024,9/2/2024,16208,GWIS,BRA,WF,WF 1021849,18,4,16208 hectare
WF_BRA_20240828_2522,Green,1,Green,0,Brazil,8/28/2024,9/2/2024,7681,GWIS,BRA,WF,WF 1021850,51,5,7681 hectare
WF_CAN_20240828_2523,Green,1,Green,0,Canada,8/28/2024,9/2/2024,16565,GWIS,CAN,WF,WF 1021851,0,5,16565 hectare
WF_BRA_20240828_2524,Green,1,Green,0,Brazil,8/28/2024,9/2/2024,12341,GWIS,BRA,WF,WF 1021852,59,5,12341 hectare
WF_BRA_20240828_2525,Green,1,Green,0,Brazil,8/28/2024,9/2/2024,19703,GWIS,BRA,WF,WF 1021824,6,5,19703 hectare
WF_BRA_20240828_2526,Green,1,Green,0,Brazil,8/28/2024,9/2/2024,12250,GWIS,BRA,WF,WF 1021841,33,5,12250 hectare
WF_BOL_20240828_2527,Green,1,Green,0,Bolivia,8/28/2024,9/2/2024,5419,GWIS,BOL,WF,WF 1021877,0,5,5419 hectare
WF_BRA_20240828_2528,Green,1,Green,0,Brazil,8/28/2024,9/2/2024,7551,GWIS,BRA,WF,WF 1021895,0,5,7551 hectare
WF_AGO_20240828_2529,Green,1,Green,0,Angola,8/28/2024,9/2/2024,6206,GWIS,AGO,WF,WF 1021885,0,5,6206 hectare
WF_BOL_20240829_2530,Green,1,Green,0,Brazil,8/29/2024,9/2/2024,5173,GWIS,BRA,WF,WF 1021891,92,4,5173 hectare
WF_BRA_20240829_2531,Green,1,Green,0,Brazil,8/29/2024,9/2/2024,5590,GWIS,BRA,WF,WF 1021892,7,4,5590 hectare
WF_BRA_20240829_2532,Green,1,Green,0,Brazil,8/29/2024,9/2/2024,7627,GWIS,BRA,WF,WF 1021893,106,4,7627 hectare
WF_CAN_20240831_2533,Green,1,Green,0,Canada,8/31/2024,9/2/2024,5619,GWIS,CAN,WF,WF 1021922,0,2,5619 hectare
WF_COD_20240930_2534,Green,1,Green,0,Congo,9/30/2024,10/5/2024,7826,GWIS,COG,WF,WF 1022565,1492,5,7826 hectare
WF_AUS_20240930_2535,Green,1,Green,0,Australia,9/30/2024,10/5/2024,11602,GWIS,AUS,WF,WF 1022571,0,5,11602 hectare
WF_BOL_20240930_2536,Green,1,Green,0,Bolivia,9/30/2024,10/5/2024,19498,GWIS,BOL,WF,WF 1022575,0,5,19498 hectare
WF_AUS_20240930_2537,Green,1,Green,0,Australia,9/30/2024,10/5/2024,6334,GWIS,AUS,WF,WF 1022580,0,5,6334 hectare
WF_BOL_20240930_2538,Green,1,Green,0,Bolivia,9/30/2024,10/5/2024,5755,GWIS,BOL,WF,WF 1022583,3,5,5755 hectare
WF_BRA_20240930_2539,Green,1,Green,0,Brazil,9/30/2024,10/5/2024,5512,GWIS,BRA,WF,WF 1022586,0,5,5512 hectare
WF_BOL_20240930_2540,Green,1,Green,0,Bolivia,9/30/2024,10/5/2024,6317,GWIS,BOL,WF,WF 1022549,0,5,6317 hectare
WF_AUS_20240930_2541,Green,1,Green,0,Australia,9/30/2024,10/5/2024,6501,GWIS,AUS,WF,WF 1022557,0,5,6501 hectare
WF_AUS_20240930_2542,Green,1,Green,0,Australia,9/30/2024,10/5/2024,15560,GWIS,AUS,WF,WF 1022558,0,5,15560 hectare
WF_AUS_20240930_2543,Green,1,Green,0,Australia,9/30/2024,10/5/2024,72756,GWIS,AUS,WF,WF 1022504,0,5,72756 hectare
WF_BRA_20240930_2544,Green,1,Green,0,Brazil,9/30/2024,10/5/2024,10291,GWIS,BRA,WF,WF 1022505,0,5,10291 hectare
WF_AUS_20240930_2545,Green,1,Green,0,Australia,9/30/2024,10/5/2024,15496,GWIS,AUS,WF,WF 1022497,119,5,15496 hectare
WF_BRA_20240929_2546,Green,1,Green,0,Brazil,9/29/2024,10/4/2024,22968,GWIS,BRA,WF,WF 1022509,9,5,22968 hectare
WF_AGO_20240930_2547,Green,1,Green,0,Angola,9/30/2024,10/4/2024,10981,GWIS,AGO,WF,WF 1022515,0,4,10981 hectare
WF_ZAF_20240929_2548,Green,1,Green,0,South Africa,9/29/2024,10/4/2024,5610,GWIS,ZAF,WF,WF 1022517,9,5,5610 hectare
WF_BRA_20240929_2549,Green,1,Green,0,Brazil,9/29/2024,10/4/2024,6194,GWIS,BRA,WF,WF 1022559,8,5,6194 hectare
WF_BOL_20240929_2550,Green,1,Green,0,Bolivia,9/29/2024,10/4/2024,7124,GWIS,BOL,WF,WF 1022560,11,5,7124 hectare
WF_AUS_20240929_2551,Green,1,Green,0,Australia,9/29/2024,10/4/2024,10517,GWIS,AUS,WF,WF 1022561,0,5,10517 hectare
WF_AUS_20240929_2552,Green,1,Green,0,Australia,9/29/2024,10/4/2024,11766,GWIS,AUS,WF,WF 1022553,0,5,11766 hectare
WF_BOL_20240929_2553,Green,1,Green,0,Bolivia,9/29/2024,10/4/2024,6382,GWIS,BOL,WF,WF 1022536,8,5,6382 hectare
WF_BRA_20240929_2554,Green,1,Green,0,Brazil,9/29/2024,10/4/2024,10359,GWIS,BRA,WF,WF 1022537,49,5,10359 hectare
WF_BRA_20240929_2555,Green,1,Green,0,Brazil,9/29/2024,10/4/2024,9706,GWIS,BRA,WF,WF 1022538,82,5,9706 hectare
WF_BWA_20240929_2556,Green,1,Green,0,Botswana,9/29/2024,10/4/2024,8710,GWIS,BWA,WF,WF 1022540,9,5,8710 hectare
WF_AUS_20240929_2557,Green,1,Green,0,Australia,9/29/2024,10/4/2024,31486,GWIS,AUS,WF,WF 1022459,13,5,31486 hectare
WF_AUS_20240929_2558,Green,1,Green,0,Australia,9/29/2024,10/4/2024,49389,GWIS,AUS,WF,WF 1022470,0,5,49389 hectare
WF_USA_20240928_2559,Green,1,Green,0,United States,9/28/2024,10/3/2024,23369,GWIS,USA,WF,WF 1022471,60,5,23369 hectare
WF_BWA_20240928_2560,Green,1,Green,0,Botswana,9/28/2024,10/3/2024,24354,GWIS,BWA,WF,WF 1022469,4,5,24354 hectare
WF_AUS_20240928_2561,Green,1,Green,0,Australia,9/28/2024,10/3/2024,13765,GWIS,AUS,WF,WF 1022475,0,5,13765 hectare
WF_AUS_20240928_2562,Green,1,Green,0,Australia,9/28/2024,10/3/2024,9016,GWIS,AUS,WF,WF 1022476,0,5,9016 hectare
WF_AUS_20240929_2563,Green,1,Green,0,Australia,9/29/2024,10/3/2024,9321,GWIS,AUS,WF,WF 1022530,0,4,9321 hectare
WF_BOL_20240928_2564,Green,1,Green,0,Bolivia,9/28/2024,10/3/2024,5608,GWIS,BOL,WF,WF 1022554,18,5,5608 hectare
WF_BRA_20240929_2565,Green,1,Green,0,Brazil,9/29/2024,10/3/2024,6148,GWIS,BRA,WF,WF 1022552,4,4,6148 hectare
